rank,front,normalized_front,en,fr,ur,definition_en,example_ar,example_en,root,related,front_token_count,front_calima_coverage,front_unanalyzed_tokens,example_token_count,example_calima_coverage,example_unanalyzed_tokens,flags,status
283,عَلَى مَدَى الأَجْيَالِ القَادِمَةِ,على مدى الأجيال القادمة,over the coming generations,au fil des générations futures,آنے والی نسلوں کے دوران,Temporal phrase describing the long-term future and the legacy that will be left for children and grandchildren.,سَيَبْقَى الأَثَرُ عَلَى مَدَى الأَجْيَالِ القَادِمَةِ.,The impact will remain over the coming generations.,— (multiword expression; no single lexical root),"طِوَالَ المُسْتَقْبَلِ, لِلأَبْنَاءِ",4,1.000,,6,1.000,,,structurally_verified
284,بِغَرَضِ التَّوْفِيرِ,بغرض التوفير,for the purpose of saving / for economy,dans un but d'économie / pour économiser,بچت کی غرض سے,"Phrase used when an action is taken to reduce expenses, save money, or conserve resources.",نَفْعَلُ ذَلِكَ بِغَرَضِ التَّوْفِيرِ.,We do that for the purpose of saving.,— (multiword expression; no single lexical root),"لِلاقْتِصَادِ, لِتَقْلِيلِ التَّكَالِيفِ",2,1.000,,4,1.000,,,structurally_verified
285,فِي المَقَامِ الخَامِسَ عَشَرَ,في المقام الخامس عشر,in the fifteenth place / fifteenthly,en quinzième lieu / quinzièmement,پندرہویں نمبر پر,Phrase used to introduce the fifteenth item in an ordered list of points or reasons.,وَفِي المَقَامِ الخَامِسَ عَشَرَ، النَّتِيجَةُ.,"And fifteenthly, the result.",— (multiword expression; no single lexical root),"خَامِسَ عَشَرَ, آخِرًا تَقْرِيبًا",4,1.000,,5,1.000,,,structurally_verified
286,بِمَا لَا يَدَعُ مَجَالاً لِلتَّخْمِينِ,بما لا يدع مجالا للتخمين,clear / explicit / leaving no room for guesswork,clair et net / ne laissant aucune place à la conjecture,جس میں قیاس آرائی کی کوئی گنجائش نہ ہو,Phrase used to describe information or a situation so obvious and well-documented that no guessing is required to understand it.,هُوَ مَذْكُورٌ بِمَا لَا يَدَعُ مَجَالاً لِلتَّخْمِينِ.,It is mentioned leaving no room for guesswork.,— (multiword expression; no single lexical root),"وَاضِحٌ جِدًّا, مُؤَكَّدٌ",5,1.000,,7,1.000,,,structurally_verified
287,فِي هَذِهِ الحَالَةِ النَّادِرَةِ,في هذه الحالة النادرة,in this rare case / in this exceptional instance,dans ce cas rare / dans cette instance exceptionnelle,اس نادر صورتحال میں / اس شاذ و نادر صورت میں,Phrase focusing on the infrequent and uncommon nature of the current scenario.,القَانُونُ يَتَغَيَّرُ فِي هَذِهِ الحَالَةِ النَّادِرَةِ.,The law changes in this rare case.,— (multiword expression; no single lexical root),"الآنَ, فِي مَوْقِفٍ غَيْرِ مُعْتَادٍ",4,1.000,,6,1.000,,,structurally_verified
288,فِي المَدَى المَنْظُورِ القَرِيبِ جِدًّا لِلْغَايَةِ,في المدى المنظور القريب جدا للغاية,in the most immediate future possible,dans l'avenir le plus immédiat possible,انتہائی قریب ترین ممکنہ مستقبل میں,(Pental emphatic). Refers to something happening almost instantly or in the very next heartbeat.,سَنَنْطَلِقُ فِي المَدَى المَنْظُورِ القَرِيبِ جِدًّا لِلْغَايَةِ.,We will set off in the most immediate future possible.,— (multiword expression; no single lexical root),"الآنَ, حَالاً",6,1.000,,7,1.000,,,structurally_verified
289,بِغَضِّ النَّظَرِ عَنِ الاِخْتِلافَاتِ العِرْقِيَّةِ,بغض النظر عن الاختلافات العرقية,regardless of ethnic differences,quelles que soient les différences ethniques,نسلی اختلافات سے قطع نظر,"Phrase asserting that a treatment or principle is neutral toward a person's race, ethnicity, or background.",الجَمِيعُ سَوَاسِيَةٌ بِغَضِّ النَّظَرِ عَنِ الاِخْتِلافَاتِ العِرْقِيَّةِ.,Everyone is equal regardless of ethnic differences.,— (multiword expression; no single lexical root),"لِلْكُلِّ, دُونَ تَمْيِيزٍ عُنْصُرِيٍّ",5,1.000,,7,1.000,,,structurally_verified
290,عَلَى نَحْوٍ سِيَاسِيٍّ,على نحو سياسي,politically / in a political manner,politiquement / de manière politique,سیاسی لحاظ سے / سیاسی طور پر,"Adverbial phrase describing an action or viewpoint that is motivated by or related to governance, power, or policy.",المَشْرُوعُ تَمَّ عَلَى نَحْوٍ سِيَاسِيٍّ.,The project was done in a political manner.,— (multiword expression; no single lexical root),"حُكُومِيًّا, دُبْلُومَاسِيًّا",3,1.000,,5,1.000,,,structurally_verified
291,فِي حَالِ وُجُودِ أَيِّ نَقْصٍ,في حال وجود أي نقص,in the event of any shortage / if anything is missing,en cas de manque / s'il manque quelque chose,کسی بھی قسم کی کمی ہونے کی صورت میں,"Conditional phrase providing instructions for when resources, items, or information are found to be insufficient.",أَعْلِمْنَا فِي حَالِ وُجُودِ أَيِّ نَقْصٍ.,Let us know in the event of any shortage.,— (multiword expression; no single lexical root),"إِذَا نَقَصَ شَيْءٌ, عِنْدَ القِلَّةِ",5,1.000,,6,1.000,,,structurally_verified
292,عَلَى مَدَى الأَجْيَالِ المَاضِيَةِ,على مدى الأجيال الماضية,over the past generations,au fil des générations passées,گزشتہ نسلوں کے دوران,Temporal phrase used to describe historical trends or traditions inherited from ancestors.,تَغَيَّرَتِ القِيَمُ عَلَى مَدَى الأَجْيَالِ المَاضِيَةِ.,Values changed over the past generations.,— (multiword expression; no single lexical root),"طِوَالَ التَّارِيخِ, قَدِيمًا",4,1.000,,6,1.000,,,structurally_verified
293,بِغَرَضِ التَّرْفِيهِ,بغرض الترفيه,for the purpose of entertainment / for fun,à des fins de divertissement / pour s'amuser,تفریح کی غرض سے,"Phrase used when an action is taken specifically for enjoyment, leisure, or to relax others.",نُشَاهِدُ هَذَا بِغَرَضِ التَّرْفِيهِ.,We watch this for the purpose of entertainment.,— (multiword expression; no single lexical root),"لِلتَّسْلِيَةِ, لِلاِسْتِمْتَاعِ",2,1.000,,4,1.000,,,structurally_verified
294,فِي المَقَامِ السَّادِسَ عَشَرَ,في المقام السادس عشر,in the sixteenth place / sixteenthly,en seizième lieu / seizièmement,سولہویں نمبر پر,Phrase used to introduce the sixteenth item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّادِسَ عَشَرَ، المِيزَانِيَّةُ.,"And sixteenthly, the budget.",— (multiword expression; no single lexical root),"سَادِسَ عَشَرَ, بَعْدَ ذَلِكَ",4,1.000,,5,1.000,,,structurally_verified
295,بِمَا لَا يَدَعُ مَجَالاً لِلانْتِظَارِ,بما لا يدع مجالا للانتظار,urgent / leaving no room for waiting,urgent / ne laissant aucune place à l'attente,جس میں انتظار کی کوئی گنجائش نہ ہو,Phrase used to describe a situation that is so critical that immediate action is required without any delay.,الأَمْرُ عاجِلٌ بِمَا لَا يَدَعُ مَجَالاً لِلانْتِظَارِ.,"The matter is urgent, leaving no room for waiting.",— (multiword expression; no single lexical root),"طَارِئٌ, فَوْرِيٌّ",5,1.000,,7,1.000,,,structurally_verified
296,مِنْ قُبَيْلِ المُبَالَغَةِ,من قبيل المبالغة,by way of exaggeration / exaggeratingly,par exagération,مبالغہ آرائی کے طور پر,Phrase used to categorize a statement as being hyperbolic or not strictly literal.,هَذَا الكَلامُ مِنْ قُبَيْلِ المُبَالَغَةِ.,This talk is by way of exaggeration.,— (multiword expression; no single lexical root),"لَيْسَ حَقِيقِيًّا تَمَامًا, لِلتَّأْكِيدِ فَقَطْ",3,1.000,,5,1.000,,,structurally_verified
297,مِنَ الصَّعْبِ تَفْسِيرُهُ,من الصعب تفسيره,hard to explain / difficult to interpret,difficile à expliquer / difficile à interpréter,جس کی تشریح کرنا مشکل ہو,"Phrase used to describe a phenomenon, a behavior, or a dream that is mysterious and lacks a clear cause or meaning.",هَذَا الشُّعُورُ مِنَ الصَّعْبِ تَفْسِيرُهُ.,This feeling is hard to explain.,— (multiword expression; no single lexical root),"غَامِضٌ, مُحَيِّرٌ",3,1.000,,5,1.000,,,structurally_verified
298,عَلَى نِطَاقٍ ثَقَافِيٍّ وَاسِعٍ,على نطاق ثقافي واسع,on a broad cultural scale,à une large échelle culturelle,وسیع ثقافتی سطح پر,"Phrase describing developments or impacts that touch upon many different aspects of a society's arts, beliefs, and traditions.",التَّأْثِيرُ مَلْحُوظٌ عَلَى نِطَاقٍ ثَقَافِيٍّ وَاسِعٍ.,The impact is noticeable on a broad cultural scale.,— (multiword expression; no single lexical root),"فِكْرِيًّا, اِجْتِمَاعِيًّا",4,1.000,,6,1.000,,,structurally_verified
299,فِي هَذَا الظَّرْفِ الرَّاهِنِ الصَّعْبِ,في هذا الظرف الراهن الصعب,in this difficult current circumstance,dans cette situation actuelle difficile,اس موجودہ مشکل صورتحال میں,Emphatic phrase combining the currentness and the difficulty of a situation.,نَصْمُدُ فِي هَذَا الظَّرْفِ الرَّاهِنِ الصَّعْبِ.,We persevere in this difficult current circumstance.,— (multiword expression; no single lexical root),"الآنَ, فِي الأَزْمَةِ الحَالِيَّةِ",5,1.000,,6,1.000,,,structurally_verified
300,مِنْ نَاحِيَةٍ جُغْرَافِيَّةٍ,من ناحية جغرافية,geographically / from a geographical perspective,géographiquement / d'un point de vue géographique,جغرافیائی لحاظ سے,"Phrase narrowing the discussion to the location, terrain, and physical boundaries of a matter.",المَكَانُ بَعِيدٌ مِنْ نَاحِيَةٍ جُغْرَافِيَّةٍ.,The place is distant from a geographical perspective.,— (multiword expression; no single lexical root),"مَكَانِيًّا, طَبِيعِيًّا",3,1.000,,5,1.000,,,structurally_verified
301,فِي المَدَى المَنْظُورِ المَحْدُودِ,في المدى المنظور المحدود,in the limited foreseeable future,dans un avenir prévisible limité,محدود قابلِ پیش گوئی مستقبل میں,Phrase referring to a very short and specific time window that can be predicted with accuracy.,سَنَبْقَى هُنَا فِي المَدَى المَنْظُورِ المَحْدُودِ.,We will stay here in the limited foreseeable future.,— (multiword expression; no single lexical root),"لِوَقْتٍ قَصِيرٍ, الآنَ فَقَطْ",4,1.000,,6,1.000,,,structurally_verified
