rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,kaikki_entry,semantic_source,source,legacy_crosscheck,kaikki_crosscheck,freedict_crosscheck,meaning_selection
278,ماہ,moon; beloved,noun,6128,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,moon; beloved,,kaikki
279,آخری,"final, last",adj,6073,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"final, last",,kaikki
280,رائے,king; vote; advice,noun,6030,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,king; vote; advice,,kaikki
281,قسم,"oath, swearing; kind, type, category, brand",noun,6014,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"oath, swearing; kind, type, category, brand",,kaikki
282,معلوم,"known; evident, clear; obvious",adj,6005,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"known; evident, clear; obvious",,kaikki
283,زمین,land; earth; ground; soil,noun,5951,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"soil; region, area; surface, ground",,explicit_high_risk_review
284,سابق,"teacher; lecturer; pertaining to the past; bygone, ancient",adj|noun,5918,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"teacher; lecturer; pertaining to the past; bygone, ancient",,kaikki
285,اچھی,"feminine of اَچّھا (acchā, “good, acceptable”)",adj,5906,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"feminine of اَچّھا (acchā, “good, acceptable”)",,kaikki
286,سوال,question,noun,5877,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,question,,kaikki
287,ہاتھ,hand; contribution; help; access,noun,5860,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,hand; contribution; help; access,,kaikki
288,ثابت,fixed; established; proven; stable,adj,5800,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,fixed; valid; stable,,explicit_high_risk_review
289,ضلع,district,noun,5793,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,district,,kaikki
290,جان,"spirit, vitality; life (ie. a soul, person)",noun,5751,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"spirit, vitality; life (ie. a soul, person)",,kaikki
291,بھائی,"dude, bro; a male cousin; any male person",noun,5738,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"dude, bro; a male cousin; any male person",,kaikki
292,اندر,in; rat; awake,adj|adv|name|noun,5684,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,in; rat; awake,,kaikki
293,قریب,near; kinsman; relation,adj|adv|noun,5674,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,near; kinsman; relation,,kaikki
294,طلب,"urge, desire, yearning",noun,5639,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"urge, desire, yearning",,kaikki
295,واپس,"back; return, returned, restored",adj,5632,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"back; return, returned, restored",,kaikki
296,قیمت,price; value; worth,noun,5615,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,price; value; worth,,kaikki
297,کامیاب,"prosperous, successful",adj,5614,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"prosperous, successful",,kaikki
298,سر,head; top; sir (title/loan),adj|adv|noun,5595,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,air; end; god,,explicit_high_risk_review
299,انتخابات,elections,noun,5565,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,broken plural of اِنْتِخاب (intixāb),,explicit_high_risk_review
300,قوم,"race; nation; people, community",noun,5557,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"race; nation; people, community",,kaikki
301,تعلقات,formal plural of تَعَلُّق (ta'alluq),noun,5503,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,formal plural of تَعَلُّق (ta'alluq),,kaikki
302,لہذا,"therefore, thus, hence",adv,5451,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"therefore, thus, hence",,kaikki
303,آزاد,liberated; universal; unrestrained,adj,5442,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,liberated; universal; unrestrained,,kaikki
304,رات,"eve; darkness, dark; night, nighttime",noun,5401,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"eve; darkness, dark; night, nighttime",,kaikki
305,حد,"boundary, limit",noun,5395,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"boundary, limit",,kaikki
306,شرکت,"contribution, role",noun,5366,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"contribution, role",,kaikki
307,تقریبا,"around, about, approximately, close to, almost, nearly",adv,5336,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"around, about, approximately, close to, almost, nearly",,kaikki
308,چکی,"act of biting; a bite; millstone, mill, handmill, quern",noun,5297,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"act of biting; a bite; millstone, mill, handmill, quern",,kaikki
309,رہ,remain; stay; live (stem of رہنا),content word,5294,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
310,جماعت,"class, sets; congregation; army, military",noun,5286,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"class, sets; congregation; army, military",,kaikki
311,آغاز,start; beginning; commencement,noun,5246,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,start; beginning; commencement,,kaikki
312,ملکی,"pertaining to the country or government; civil; political; belonging to one's own country; indigenous, national, local, domestic",adj,5238,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"pertaining to the country or government; civil; political; belonging to one's own country; indigenous, national, local, domestic",,kaikki
313,نقصان,"loss, harm, harmful; disadvantage, drawback, downside",noun,5233,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"loss, harm, harmful; disadvantage, drawback, downside",,kaikki
314,کافی,coffee,noun,5219,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,coffee,,kaikki
315,اختر,"star; a surname, Akhtar, from Persian; a unisex given name, Akhtar, from Persian",name|noun,5181,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"star; a surname, Akhtar, from Persian; a unisex given name, Akhtar, from Persian",,kaikki
316,وغیرہ,"et cetera, and so forth",phrase,5147,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"et cetera, and so forth",,kaikki
317,انسانی,human,adj,5112,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,human,,kaikki
318,توجہ,"focus; regard; attention, care",noun,5096,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"focus; regard; attention, care",,kaikki
319,ظاہر,"clear, apparent, obviously",adj,5060,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"clear, apparent, obviously",,kaikki
320,مرتبہ,"occasion, time; degree, rank, standing",noun,5058,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"occasion, time; degree, rank, standing",,kaikki
321,دس,ten,num,5048,True,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,ten,,kaikki
322,مشکل,hard; difficult; problematic,adj|noun,5039,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,hard; difficult; problematic,,kaikki
323,تحریک,"motion, movement; a scheme, project; motion (ie. a proposal)",noun,5017,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"motion, movement; a scheme, project; motion (ie. a proposal)",,kaikki
324,شریف,"meek, gentle, noble, upstanding",adj,5009,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"meek, gentle, noble, upstanding",,kaikki
325,کامیابی,"success, achievement",noun,4962,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"success, achievement",,kaikki
326,ممکن,possible,adj,4938,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,possible,,kaikki
327,شیخ,stingy; an Islamic cleric; an old; elder (man),adj|name|noun,4937,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,stingy; an Islamic cleric; an old; elder (man),,kaikki
328,تاریخ,"era, epoch; date; appointment; history; chronicle",noun,4931,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"era, epoch; date; appointment; history; chronicle",,kaikki
329,پور,"fortress; town, city; village",noun,4919,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"fortress; town, city; village",,kaikki
330,غلام,"slave; knave, jack; boy, young man",noun,4916,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"slave; knave, jack; boy, young man",,kaikki
331,متعلق,"concerning, belonging to, relating to, attached or otherwise connected to",prep,4900,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"concerning, belonging to, relating to, attached or otherwise connected to",,kaikki
