rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
1500,تخلیق,creation; creative activity,1056,CLE Urdu top-5000 frequency list,A_direct_iwn_en,895381,5,1,False,"compilation, production; origin, birth; genesis, creation","origin, birth; genesis, creation; compilation, production",create; centralized; database; regeneration; healing,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1501,جوش,excitement; excitation; inflammation; fervor; fervour; liveliness; life; spirit; sprightliness; enthusiasm,1056,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13850801|4577314|7452462,6,3,False,"boiling; animation; passion, excitement","n. enthusiasm, zeal, ardour; passion, excitement; animation | Platts:",Josh; Rousing; clusterfuck; hey; boil,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1502,نامزد,nominated; nominative,1056,CLE Urdu top-5000 frequency list,A_direct_iwn_en,885405,2,1,False,,,nominating; Nominated; votes; take; place,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1503,سرور,happiness; felicity,1055,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13801340,2,1,True,"exhilaration, delight, joy, cheerfulness","n. exhilaration, delight, joy, cheerfulness | Platts: (inf. n. of سرّ 'to gladden,' &c.)",server; connection; Any; couldn; main,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1504,علمی,academic,1053,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2684816,3,1,False,academic; scholarly; scientific,"adj. academic; scientific; scholarly | Platts: (rel. n. fr. ʻilm), adj. Scientific; literary; doctrinal; theoretical",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1505,نمک,salt; table salt; common salt; brininess; salinity,1052,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7707208|4935100|14813257,3,3,True,salt,n. salt | Platts:,disastrous; lemons; tequila; salt; gives,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1506,پبلک,public,1051,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7857659,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
1507,آب,body of water; water; H2O,1050,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9092958|14650246,3,2,False,water; liquid; sparkle,n. water; liquid; sparkle | Platts:,warmer; climate; strung; number; yourself,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1508,روایتی,orthodox; celebrated; famed; far-famed; famous; illustrious; notable; noted; renowned; traditional; accepted; received,1050,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1751316|1426596|642160|636975,4,4,True,,,customary; thank; Cindy; Colorado; traditionally,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1509,اولاد,offspring; progeny; issue; descendants; posterity,1049,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10218926|8254744,2,2,False,progeny; offspring; descendant,n. offspring; descendant; progeny | Platts:,childless; More; baker; than,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1510,سکون,peace; peacefulness; peace of mind; repose; serenity; heartsease; ataraxis,1049,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7413685|13784195,10,2,False,"sukun; peace, tranquility","peace, tranquility",socializing; Alright; Be; comfort; social,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1511,نصاب,course of study; program; programme; curriculum; syllabus,1049,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6587238,1,1,True,"capital, wealth; syllabus, curriculum","n. syllabus, curriculum; capital, wealth | Platts: [inf. n. of ناصب, iii of نصب 'to erect, establish,' &c.)",,2,IWN-En Direct manual link (single direct sense)
1512,ایئر,class; year,1048,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8125440,1,1,False,,,INCLUDING; AIR; HEY; Base; Tasha,0,IWN-En Direct manual link (single direct sense)
1513,بیج,semen; seed; seminal fluid; ejaculate; cum; come,1048,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5339588|11517000,2,2,False,"semen; kernel; seed, seedling","n. seed, seedling; kernel; semen | Platts:",badge; instructor; DIA; Dell; seeds,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1514,جین,Jainism; Jainist; gene; cistron; factor,1046,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6157691|9546634|5370082,3,3,False,"a Jain; a surname, equivalent to English Jain","name: a Jain.; a surname, equivalent to English Jain | Platts:",Jean; Jane; messy; balaskan; boast,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1515,کالم,column; editorial; newspaper column,1046,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6186042,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
1516,تبادلہ,transfer; transference; exchange; interchange,1040,CLE Urdu top-5000 frequency list,A_direct_iwn_en,198058|1078424|1094733|1151051,4,4,False,"exchange, transfer","exchange, transfer",REMEMBER; DO; YOU; DISCUSSED; --,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1517,ریل,reel; bobbin; spool; roll; pinwheel; pinwheel wind collector; riel,1040,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4021863|2832579|4055504|3899885|13517751,5,5,True,,(fr. relnā),,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1518,مجموعہ,collection; aggregation; accumulation; assemblage,1040,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7843441,8,1,False,form; group; anthology,"n. a collection (of items, group, people etc.) | Platts: (for A. مجموعة majmūʻat, fem. of majmūʻ)",collection; accomodations; Hope; enjoying; 99,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1519,اسد,lion; king of beasts; Panthera leo; Leo; Leo the Lion,1035,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2108219|8565743,2,2,False,Leo; lion,n. lion | name: Leo | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1520,انگلش,English; English language; side,1033,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6854161|7340967,2,2,False,,the English language,,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1521,تعینات,assigned,1033,CLE Urdu top-5000 frequency list,A_direct_iwn_en,885724,1,1,True,,(pl. of taʻaiyun; but also used in the sing.),deploy; Birds; restore; armed; Sir,0,IWN-En Direct manual link (single direct sense)
1522,ایجنسی,agency,1032,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7947546,1,1,True,,agency,Agency; agency; twisted; Such; domestic,2,IWN-En Direct manual link (single direct sense)
1523,جامع,across-the-board; all-embracing; all-encompassing; all-inclusive; blanket(a); broad; encompassing; extensive; panoptic; wide; depositor,1031,CLE Urdu top-5000 frequency list,A_direct_iwn_en,552651|9856446,2,2,False,,"(act. part. of جمع 'to collect,' &c.)",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1524,لڑائی,fight; fighting; combat; scrap,1027,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1155738,4,1,False,"fight; argument; war, battle","fight; argument; war, battle",fight; fighting; clean; expect; fights,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1525,تہذیب,culture; civilization; civilisation; acculturation,1026,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8174060|5908744,4,2,True,"politeness, manners; civilization, culture","culture, refinement",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1526,بتا,span,1025,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13476227,1,1,False,,"s.m. Bamboo-lath, a thin slip of bamboo; — an oblong stone on which condiments, &c. are levigated ( = baṭṭā,…",tell; telling; #; Sunday; Monday,1,IWN-En Direct manual link (single direct sense)
1527,رکاوٹ,obstruction; obstructor; obstructer; impediment; impedimenta; interruption; break; blockage,1023,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3797255|7266899|14315337,6,3,False,wall; block; hitch,obstruction; barricade; stoppage,Hitch; interrupt; him; racket; May,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1528,یوم,day; twenty-four hours; twenty-four hour period; 24-hour interval; solar day; mean solar day; day of the week; time,1022,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14956162|14963964|14924376|14923492|14937564|15009330,6,6,False,day; aeon; epoch; period; age; era; (usually in the plural),n. day; aeon; epoch; period; age; era; (usually in the plural) | Platts:,burst; theatre; ourselves; knowing; defend,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1529,دوا,medicine; medication; medicament; medicinal drug,1021,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3698752,1,1,False,,(inst. case of div),medication; penicillin; commit; essential; yourself,1,IWN-En Direct manual link (single direct sense)
1530,جل,water; H2O,1020,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14650246,1,1,False,water,n. water | Platts:,burned; St; Alexander; fire; on,2,IWN-En Direct manual link (single direct sense)
1531,آبی,aquatic,1018,CLE Urdu top-5000 frequency list,A_direct_iwn_en,142468|2723392,7,2,True,humid; moist; aquatic,"adj. watery, aqueous; aquatic; blue, light blue | Platts: adj. Of or belonging to water, aquatic; watery, moist, humid; irrigated; watery blue, light blue: —",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1532,عزم,decision; determination; conclusion; purpose,1017,CLE Urdu top-5000 frequency list,A_direct_iwn_en,159452|4808915,4,2,False,"determination, resolve, resolution","determination, resolve",vow; determination; wherever; Stelzer; vows,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1533,ڈرائیور,driver,1016,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9885824,1,1,True,,land vehicle operator,drivers; Target; Ambulance; lying; Truck,2,IWN-En Direct manual link (single direct sense)
1534,آغا,Afghan; Afghanistani,1015,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9550876,1,1,False,Mr; lord; owner,"n. Mr.; sir, gentleman; master | Platts:",,0,IWN-En Direct manual link (single direct sense)
1535,فیلڈ,field; playground; plain; champaign,1015,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7890965|7896381|3918785|9258805,4,4,True,,,Ebbets; gorgeous; absolutely; Just; day,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1536,آل,bottle gourd; calabash; Lagenaria siceraria; descendants; posterity; arsenic; As; atomic number 33; offspring; progeny; issue; animal toxin; zootoxin; spring onion,1014,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11998186|8254744|14435210|10218926|14836913|7617277,6,6,True,,"s.f. Name of a tree from the root of which a red dye is prepared, Morinda citrifolia (the ordinary Sanskrit…",ought; ale; Belgian; try; truth,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1537,موصول,earned,1011,CLE Urdu top-5000 frequency list,A_direct_iwn_en,859502,1,1,False,,"(pass. part. of وصل 'to join,' &c.), part.",received; assignment; support; volunteer; child,0,IWN-En Direct manual link (single direct sense)
1538,تقریر,lecture; public lecture; talk; conversation,1009,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7141388|7035720,4,2,False,speech,"speech, oration",speech; Beyond; Wonderful; power; Oh,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1539,شوگر,diabetes,1006,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13930099,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
1540,قربانی,sacrifice; ritual killing; selflessness; self-sacrifice,1006,CLE Urdu top-5000 frequency list,A_direct_iwn_en,223795|1190818,4,2,True,"sacrifice; qurbani, sacrificial animal (Eid ul-Adha)",sacrifice,canaries; sneak; wiser; theory; using,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1541,گرمی,hotness; heat; high temperature; heat energy; warmth,1006,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4957226|11300950|5655223,7,3,True,"heat; anger, rage; love, cordiality","n. heat; summer (season of the year); excitement, passion, ardour | Platts:",heat; warmth; mercenaries; summer; Have,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1542,دارالحکومت,capital,1005,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8400383,1,1,False,"royal residence; capital city, seat of government","capital city, seat of government; royal residence",Metropolis; METROPOLIS; HUMANITY; capital; KNOWS,3,IWN-En Direct manual link (single direct sense)
1543,سفیر,ambassador; embassador,1005,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9643990,2,1,False,"mediator; ambassador, envoy; arbitrator, messenger","ambassador, envoy; arbitrator, messenger; mediator",ambassador; An; Which; again; he,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1544,جام,goblet,1003,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3406730,1,1,False,son; guava; rose apple,"goblet, cup of wine",toast; drink; wine; glass; champagne,2,IWN-En Direct manual link (single direct sense)
1545,انقلاب,revolution,1001,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7323130,3,1,False,revolution; coup d'état,revolution,revolution; hiding; escape; To; During,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1546,گناہ,sin; sinning,1001,CLE Urdu top-5000 frequency list,A_direct_iwn_en,745813,3,1,True,"sin; crime, fault, guilt",sin,sin; FAULTS; ANY; THERE; innocent,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1547,بزرگ,elder; older; sr,998,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2174526,10,1,True,"grandee, noble; great; large, big; saint, holy person",elder; venerable,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
